navaid_id,dme_frequency_khz,dme_channel,dme_latitude_deg,dme_longitude_deg
91465,112400,071X,,
91466,113000,077X,,
91467,112300,070X,,
91469,116800,115X,,
91474,110500,042X,,
91475,117300,120X,,
91477,112600,073X,,
91479,114600,093X,,
91484,115400,101X,,
91485,115100,098X,,
91487,113800,085X,,
91489,112750,074Y,,
91496,112900,076X,,
91499,114300,090X,,
91501,117100,118X,,
91507,115100,098X,,
91508,116750,114Y,,
91509,108050,017Y,,
91510,116700,114X,,
91511,111800,055X,,
91513,108600,023X,,
91515,108900,026X,,
91516,109800,035X,,
91517,116700,114X,,
91519,114250,089Y,,
91520,112400,071X,,
91525,111800,055X,,
91526,113500,082X,,
91527,110500,042X,,
91528,108700,024X,,
91535,114700,094X,13.58210000,123.26900000
91536,116300,110X,,
91537,113100,078X,,
91538,114600,093X,,
91539,115100,098X,,
91540,114000,087X,,
91541,133600,063X,,
91542,111100,048X,,
91545,112900,076X,,
91552,116500,112X,26.20820000,127.64300000
91557,115000,097X,,
91558,114600,093X,,
91559,115200,099X,,
91560,113000,077X,,
91567,111600,053X,,
91568,115500,102X,,
91571,117400,121X,,
91573,111600,053X,,
91576,108200,019X,,
91578,117100,118X,,
91579,113900,086X,,
91581,116500,112X,,
91583,112400,071X,,
91584,115100,098X,,
91585,116500,112X,,
91586,112300,070X,,
91587,111000,047X,,
91588,134000,067X,,
91589,133450,061Y,,
91601,109050,027Y,,
91602,110100,038X,,
91603,111600,053X,,
91604,110200,039X,,
91606,117400,121X,,
91607,112800,075X,,
91608,112000,057X,,
91609,109600,033X,,
91610,113600,083X,,
91622,113300,080X,,
91623,112600,073X,,
91624,117700,124X,,
91625,115700,104X,,
91633,115100,098X,,
91634,111900,056X,,
91638,112500,072X,,
91639,117500,122X,,
91647,114500,092X,,
91648,112700,074X,,
91649,115600,103X,,
91661,116100,108X,,
91662,133600,063X,,
91664,116100,108X,,
85719,115900,106X,,
91669,114400,091X,,
91676,117200,119X,,
91677,110150,038Y,,
91678,109600,033X,,
91682,111850,055Y,,
91683,117800,125X,,
91685,113100,078X,,
91686,113800,085X,,
91692,111400,051X,,
91695,117900,126X,,
91696,113800,085X,,
91700,113800,085X,,
91701,109200,029X,,
91702,116400,111X,,
91712,115500,102X,,
91713,117500,122X,,
91715,113900,086X,,
91716,112300,070X,,
91717,112000,057X,,
91718,111450,051Y,,
91719,116300,110X,,
91720,110200,039X,,
91722,113300,080X,,
91723,113100,078X,,
91725,117500,122X,,
91727,113900,086X,,
91728,116200,109X,,
91729,111200,049X,,
91731,113200,079X,,
91738,110600,043X,,
91740,111450,051Y,,
91741,115600,103X,,
91742,114300,090X,,
91743,116300,110X,,
91745,115300,100X,,
91747,115500,102X,,
91748,116600,113X,,
91749,116300,110X,,
91753,112700,074X,-19.09280000,-169.90400000
91754,117600,123X,,
91756,113000,077X,,
91757,135500,012X,,
91759,117600,123X,,
91760,113800,085X,,
91761,113100,078X,,
91762,116800,115X,,
91768,115800,105X,,
91771,114950,096Y,40.36860000,-4.24934000
91778,116400,111X,,
91781,117200,119X,,
91785,133600,063X,,
91786,133400,061X,,
91788,114100,088X,,
91795,113300,080X,,
91797,113700,084X,,
91798,116300,110X,,
91801,113900,086X,,
91811,114800,095X,,
91812,117000,117X,,
91838,109800,035X,,
91839,116800,115X,,
91840,117700,124X,,
91841,116400,111X,,
91845,112000,057X,,
91856,115800,105X,,
91858,109650,033Y,,
91859,114800,095X,,
91861,110500,042X,,
91862,113000,077X,,
91863,113200,079X,,
91866,115400,101X,,
91877,113700,084X,,
91878,115300,100X,,
91879,115300,100X,,
91881,116000,107X,,
91882,112150,058Y,,
91892,114750,094Y,,
91893,113400,081X,,
91894,109000,027X,,
91895,109600,033X,,
91896,117900,126X,,
91897,117100,118X,,
91898,115500,102X,,
91899,117200,119X,,
91902,113950,086Y,,
91904,113000,077X,,
91908,113600,083X,,
91910,113400,081X,,
91918,111700,054X,,
91919,109600,033X,,
91921,112900,076X,,
91927,115700,104X,,
91928,115100,098X,,
91931,109000,027X,,
91938,112500,072X,,
91945,109250,029Y,,
91954,115700,104X,35.18410000,140.37100000
91955,113000,077X,,
91956,117500,122X,,
91957,112900,076X,,
91969,133800,065X,,
91970,115900,106X,34.67160000,134.01500000
91971,113400,081X,,
91972,113150,078Y,,
91973,115700,104X,,
91974,113500,082X,,
91975,112600,073X,,
91976,114900,096X,,
91979,108300,020X,,
91983,114800,095X,,
91984,111000,047X,,
91985,114850,095Y,,
91986,111200,049X,,
92000,116600,113X,,
92004,113400,081X,,
92006,108200,019X,,
92007,115900,106X,,
92008,111800,055X,,
92015,117900,126X,,
92016,113600,083X,,
92018,115000,097X,,
92020,112600,073X,,
92022,114850,095Y,,
92030,111400,051X,,
92031,113100,078X,27.43340000,128.69900000
92034,113900,086X,,
92036,116800,115X,,
92039,117100,118X,44.57530000,-124.06100000
92045,112800,075X,,
92047,110200,039X,,
92048,112000,057X,-28.10420000,140.20000000
92060,117100,118X,,
92064,110200,039X,,
92066,113000,077X,,
92079,114000,087X,,
92085,109850,035Y,,
92087,116900,116X,,
92088,109400,031X,,
92098,112200,059X,,
92099,111400,051X,,
92100,117300,120X,,
92101,116300,110X,,
92102,114300,090X,,
92104,110000,037X,,
92112,112500,072X,,
92113,108350,020Y,,
92114,109850,035Y,,
92116,111800,055X,,
92117,113900,086X,37.39270000,-122.28200000
92119,115000,097X,,
92121,114700,094X,,
92122,116500,112X,,
92124,114650,093Y,,
92125,114900,096X,,
92127,117600,123X,,
92133,117450,121Y,,
92134,109800,035X,,
92135,110600,043X,,
92136,112100,058X,,
92137,114900,096X,,
92138,114800,095X,,
92140,111600,053X,,
92142,113900,086X,,
92144,113700,084X,,
92145,115400,101X,,
92146,115000,097X,,
92147,115700,104X,,
92156,113300,080X,,
92161,114100,088X,,
92165,116300,110X,,
92166,110600,043X,,
92174,108600,023X,,
92176,113900,086X,,
92186,117700,124X,,
92188,115600,103X,,
92195,109100,028X,,
92197,111000,047X,,
92199,113800,085X,,
92209,117050,117Y,46.40490000,11.29280000
92210,109800,035X,,
92212,111200,049X,,
92213,116700,114X,,
92224,112700,074X,,
92246,108500,022X,,
92247,111800,055X,,
92248,110600,043X,,
92254,115000,097X,,
92257,115000,097X,,
92259,115200,099X,,
92260,116200,109X,,
92261,112300,070X,,
92265,117700,124X,,
92266,115900,106X,,
92267,117800,125X,,
92269,116100,108X,,
92272,115300,100X,,
92273,113550,082Y,42.68840000,-1.66086000
92274,116800,115X,,
92275,114900,096X,,
92276,108600,023X,,
92279,116600,113X,,
92281,113100,078X,,
92284,115700,104X,,
92285,115500,102X,,
92296,115200,099X,,
92298,116000,107X,,
92300,115700,104X,,
92301,117700,124X,,
92303,116900,116X,,
92309,112700,074X,,
92310,116300,110X,,
92312,115400,101X,,
92314,113700,084X,,
92321,112200,059X,,
92323,114600,093X,,
92325,114100,088X,-20.37670000,118.62100000
92334,114900,096X,,
92335,116400,111X,,
92337,117200,119X,,
92338,114100,088X,,
92340,116600,113X,,
92341,109400,031X,,
92342,109500,032X,56.95420000,-158.64800000
92343,116100,108X,,
92345,114700,094X,,
92346,116950,116Y,40.25290000,-3.34786000
92347,114900,096X,,
92349,111800,055X,,
92350,112200,059X,33.91860000,-117.53000000
92351,113500,082X,,
92357,112800,075X,,
92360,111900,056X,,
92361,109000,027X,,
92365,116900,116X,,
92366,114700,094X,,
92369,113750,084Y,,
92370,111800,055X,,
92371,113200,079X,,
92373,115900,106X,42.43530000,14.18420000
92374,112900,076X,,
92385,114300,090X,,
92388,114300,090X,,
92396,117600,123X,,
92400,113500,082X,,
92402,112000,057X,,
92403,117050,117Y,,
92404,109800,035X,,
92405,113700,084X,-31.94500000,115.95900000
92413,113200,079X,,
92414,117900,126X,,
92418,115400,101X,,
92420,108400,021X,,
92421,112800,075X,,
92422,114100,088X,,
92435,115200,099X,,
92436,117400,121X,,
92439,116400,111X,,
92441,112600,073X,,
92445,117500,122X,,
92448,108300,020X,,
92450,110400,041X,,
92451,112500,072X,,
92452,116200,109X,,
92453,112100,058X,43.67710000,10.39080000
92456,109600,033X,,
92457,117800,125X,,
92467,116700,114X,,
92468,113000,077X,,
92488,110600,043X,,
92489,117900,126X,,
92491,117400,121X,,
92492,109700,034X,,
92493,114200,089X,,
92494,112000,057X,,
92497,112100,058X,,
92499,114300,090X,,
92507,113700,084X,,
92508,116300,110X,,
92510,116900,116X,,
92511,115500,102X,,
92516,112800,075X,,
92518,114600,093X,,
92520,111200,049X,,
92521,111800,055X,,
92525,113700,084X,,
92529,113400,081X,,
92536,113600,083X,,
92537,114100,088X,,
92539,114500,092X,,
92540,117500,122X,,
92543,112100,058X,,
92545,112200,059X,,
92547,117900,126X,,
92550,113700,084X,,
92560,112700,074X,,
92563,113000,077X,,
92568,113600,083X,,
92571,116600,113X,,
92572,114300,090X,,
92574,111000,047X,,
92576,113400,081X,,
92577,113200,079X,,
92579,114300,090X,,
92583,115900,106X,,
92584,109600,033X,,
92585,112600,073X,,
92586,114600,093X,,
92588,112100,058X,,
92597,113800,085X,,
92599,113000,077X,,
92605,112100,058X,,
92606,110400,041X,,
92607,117850,125Y,,
92611,114000,087X,,
92614,114900,096X,,
92615,116400,111X,39.92770000,3.11486000
92616,116900,116X,,
92617,113500,082X,,
92618,114100,088X,,
92619,115100,098X,,
92632,117300,120X,-40.90270000,174.98200000
92635,115700,104X,,
92637,112100,058X,,
92639,112100,058X,,
92641,116250,109Y,,
92643,108400,021X,,
92644,112300,070X,42.73380000,-1.70183000
92647,112900,076X,,
92648,112100,058X,,
92649,114500,092X,,
92655,112500,072X,,
92657,116400,111X,,
92658,109100,028X,,
92659,115900,106X,,
92671,114900,096X,,
92672,115700,104X,,
92673,114300,090X,41.28300000,2.08175000
92676,114300,090X,,
92680,115900,106X,,
92682,113600,083X,,
92686,114100,088X,,
92687,113200,079X,,
92692,115900,106X,,
92695,113500,082X,,
92697,113000,077X,,
92699,112500,072X,,
92700,114100,088X,,
92701,113300,080X,,
92702,109400,031X,,
92703,113600,083X,,
92705,114300,090X,,
92719,115400,101X,,
92721,115500,102X,,
92722,108400,021X,,
92723,112700,074X,,
92724,113100,078X,,
92726,109000,027X,,
92728,111000,047X,,
92730,116800,115X,,
92731,117600,123X,,
92732,115200,099X,,
92733,114100,088X,,
92734,116500,112X,,
92735,114000,087X,,
92736,113300,080X,,
92739,113400,081X,,
92741,115500,102X,,
92745,115800,105X,,
92746,117300,120X,,
92758,115100,098X,,
92760,117100,118X,,
92763,112900,076X,,
92767,113400,081X,,
92769,114500,092X,,
92770,108200,019X,,
92771,112100,058X,,
92774,115600,103X,,
92786,116500,112X,,
92788,115100,098X,,
92794,116700,114X,,
92795,115500,102X,,
92796,116900,116X,,
92798,111250,049Y,,
92799,116700,114X,,
92800,113900,086X,,
92802,116900,116X,,
92803,117400,121X,,
92805,109000,027X,,
92811,115600,103X,,
92813,112700,074X,,
92816,115600,103X,,
92817,112800,075X,,
92819,116600,113X,,
92821,108400,021X,,
92822,112900,076X,,
92832,113400,081X,,
92835,112400,071X,,
92837,114900,096X,,
92838,114300,090X,,
92841,112500,072X,,
92842,112600,073X,,
92843,115600,103X,,
92844,117600,123X,,
92845,113300,080X,,
92846,117000,117X,,
92855,113700,084X,,
92862,112900,076X,,
92864,116100,108X,,
92868,110800,045X,,
92871,110150,038Y,,
92872,115200,099X,,
92881,113000,077X,,
92886,116600,113X,,
92890,115300,100X,,
92892,112700,074X,,
92904,114800,095X,,
92906,108350,020Y,,
92907,113100,078X,,
92910,117800,125X,,
92915,117300,120X,,
92917,114700,094X,,
92922,112900,076X,,
92924,113300,080X,,
92929,112500,072X,,
92957,116100,108X,,
92958,116800,115X,,
92959,112300,070X,,
92963,111850,055Y,,
92964,112300,070X,,
92965,113400,081X,,
92967,112300,070X,,
92968,116400,111X,,
92969,114600,093X,,
92970,113600,083X,,
92971,117700,124X,,
92976,108200,019X,,
92977,114200,089X,,
92980,116200,109X,,
92982,116800,115X,,
92983,108200,019X,,
92986,115700,104X,,
92988,113950,086Y,40.85400000,-3.24650000
92990,116800,115X,,
92992,114700,094X,,
92993,116500,112X,,
92995,113800,085X,,
92996,113000,077X,,
92998,111600,053X,35.92050000,-75.69710000
93004,108800,025X,,
93005,111000,047X,,
93007,114200,089X,,
93022,115300,100X,,
93023,108400,021X,,
93024,116700,114X,,
93025,114700,094X,,
93028,116400,111X,,
93029,115800,105X,,
93030,117200,119X,,
93032,114300,090X,,
93039,116900,116X,,
93040,110600,043X,,
93042,112300,070X,49.30970000,4.04116000
93043,109250,029Y,,
93046,112500,072X,,
93047,114200,089X,,
93049,112400,071X,,
93055,110800,045X,,
93058,113500,082X,,
93059,112300,070X,,
93074,115500,102X,,
93080,117100,118X,,
93081,109200,029X,,
93087,112050,057Y,,
93089,114100,088X,,
93090,110700,044X,,
93092,110600,043X,,
93093,112200,059X,,
93095,110600,043X,,
93096,116200,109X,44.01510000,12.61650000
93098,116000,107X,,
93101,111400,051X,,
93102,110000,037X,,
93103,113000,077X,,
93104,117600,123X,,
93106,108800,025X,,
93107,113700,084X,,
93108,114500,092X,,
93112,117800,125X,,
93113,116900,116X,,
93114,113700,084X,,
93123,112600,073X,,
93124,108300,020X,,
93126,116800,115X,,
93128,115400,101X,,
93134,113800,085X,,
93135,117300,120X,,
93136,114800,095X,,
93144,110650,043Y,,
93145,115400,101X,,
93147,113400,081X,,
93149,112100,058X,,
93160,112300,070X,,
93162,115100,098X,,
93169,112100,058X,-38.10810000,176.31400000
93181,109400,031X,,
93182,113800,085X,,
93184,113800,085X,,
93186,110000,037X,,
93188,117500,122X,,
93189,117400,121X,,
93190,112000,057X,,
93191,112000,057X,55.06190000,14.75590000
93192,111400,051X,,
93193,117700,124X,,
93195,110800,045X,,
93199,115300,100X,,
93201,115700,104X,7.36876000,134.55000000
93202,117300,120X,,
93205,111200,049X,,
93208,112900,076X,,
93209,108800,025X,,
93215,109600,033X,,
93217,110000,037X,,
93227,110800,045X,,
93229,112200,059X,,
93233,116900,116X,,
93236,116100,108X,,
93237,111600,053X,,
93239,113500,082X,,
93248,114600,093X,,
93249,111200,049X,,
93251,115300,100X,,
93252,115500,102X,,
93253,112600,073X,,
93254,112000,057X,,
93256,108400,021X,,
93257,111800,055X,,
93266,117100,118X,,
93269,110400,041X,,
93277,115100,098X,,
93281,115500,102X,,
93285,111000,047X,,
93292,112700,074X,,
93300,113300,080X,,
93301,109400,031X,,
93304,112500,072X,,
93307,115700,104X,,
93309,113500,082X,,
93310,111100,048X,,
93311,112500,072X,,
93317,116400,111X,,
93318,116200,109X,,
93320,109400,031X,,
93322,114900,096X,,
93350,116100,108X,15.50000000,44.21900000
93352,112500,072X,,
93354,115200,099X,,
93355,115100,098X,,
93357,116750,114Y,,
93358,110200,039X,,
93359,110600,043X,,
93360,114400,091X,,
93365,117100,118X,,
93367,115150,098Y,,
93368,116700,114X,,
93373,111600,053X,,
93374,117000,117X,,
93375,113350,080Y,,
93376,116600,113X,,
93378,116400,111X,,
93379,111500,052X,,
93385,108850,025Y,,
93387,116800,115X,,
93388,114800,095X,,
93389,109600,033X,,
93390,108400,021X,,
93394,116200,109X,,
93395,115200,099X,,
93396,115950,106Y,,
93397,114100,088X,,
93398,110450,041Y,,
93399,113500,082X,,
93401,115200,099X,,
93402,117100,118X,,
93403,115700,104X,,
93404,110900,046X,58.21520000,-6.32910000
93405,111100,048X,,
93420,113500,082X,,
93423,113800,085X,48.00240000,12.89290000
93427,108800,025X,,
93429,115400,101X,,
93431,112900,076X,,
93434,113400,081X,,
93437,110400,041X,,
93439,111200,049X,,
93441,117000,117X,,
93449,115200,099X,,
93450,111000,047X,41.60530000,-96.62860000
93452,113900,086X,,
93454,113300,080X,,
93455,111000,047X,,
93457,110000,037X,,
93458,114100,088X,,
93646,112800,075X,,
93462,113600,083X,,
93467,113100,078X,,
93468,112300,070X,,
93474,113600,083X,,
93476,114400,091X,,
93478,116300,110X,,
93479,112900,076X,,
93480,114000,087X,,
93485,114300,090X,,
93490,111800,055X,,
93494,116800,115X,47.43570000,-122.31000000
93495,114700,094X,,
93497,110400,041X,,
93498,115500,102X,,
93503,116500,112X,,
93505,108600,023X,44.41750000,8.82361000
93506,114100,088X,,
93507,113100,078X,,
93508,117800,125X,,
93522,117000,117X,,
93523,112100,058X,,
93526,111350,050Y,,
93528,108600,023X,,
93529,113000,077X,,
93531,115800,105X,,
93551,115400,101X,,
93553,112100,058X,,
93554,115700,104X,,
93555,115450,101Y,,
93556,114750,094Y,,
93558,116900,116X,,
93559,113200,079X,,
93560,109400,031X,,
93561,114900,096X,,
93563,113900,086X,,
93568,113600,083X,,
93569,113300,080X,,
93575,114300,090X,,
93576,117200,119X,,
93577,113300,080X,,
93578,112000,057X,,
93580,116000,107X,,
93581,108050,017Y,,
93583,112300,070X,,
93584,115900,106X,,
93585,115700,104X,,
93587,114200,089X,,
93588,110800,045X,,
93589,115300,100X,,
93590,114000,087X,,
93592,108200,019X,,
93593,112900,076X,,
93596,113600,083X,,
93597,108400,021X,,
93598,113400,081X,,
93607,117600,123X,,
93608,115300,100X,,
93609,115700,104X,,
93611,114800,095X,,
93612,110200,039X,,
93613,111600,053X,,
93614,114700,094X,,
93615,115400,101X,41.15170000,-3.60485000
93617,111600,053X,,
93618,117700,124X,,
93623,111450,051Y,,
93624,114000,087X,,
93626,112150,058Y,,
93627,113750,084Y,,
93632,115100,098X,,
93635,113300,080X,,
93637,114200,089X,,
93640,114300,090X,,
93641,113500,082X,,
93647,114100,088X,,
93649,114000,087X,,
93650,113300,080X,,
93651,117100,118X,,
93652,115300,100X,,
93655,112300,070X,,
93656,114100,088X,,
93657,115100,098X,,
93658,114000,087X,,
93659,117700,124X,,
93661,117700,124X,,
93675,111400,051X,,
93676,117200,119X,,
93677,113400,081X,,
93679,112000,057X,,
93681,117300,120X,,
93684,112200,059X,,
93685,112300,070X,,
93686,112800,075X,,
93689,113600,083X,,
93691,112800,075X,,
93693,108700,024X,,
93694,113500,082X,,
93695,114200,089X,,
93698,116500,112X,,
93699,113400,081X,,
93700,110400,041X,,
93702,116600,113X,,
93705,116100,108X,,
93706,109200,029X,,
93722,114000,087X,,
93723,108050,017Y,,
93724,109000,027X,,
93725,115700,104X,,
93726,113500,082X,,
93729,109200,029X,,
93730,112300,070X,,
93731,112000,057X,41.52000000,2.10975000
93732,116600,113X,,
93733,117100,118X,,
93735,116300,110X,,
93738,117200,119X,,
93741,109000,027X,,
93742,114700,094X,,
93745,113900,086X,,
93747,115100,098X,,
93751,116100,108X,,
93768,112000,057X,,
93772,113900,086X,40.89020000,9.50056000
93775,116600,113X,,
93777,112600,073X,,
93779,117000,117X,,
93782,115600,103X,,
93783,113500,082X,,
93784,115500,102X,,
93785,112100,058X,,
93786,110800,045X,,
93788,112900,076X,,
93794,114800,095X,,
93796,117600,123X,,
93808,114000,087X,,
93810,115900,106X,,
93813,110400,041X,,
93814,116500,112X,,
93816,113700,084X,,
93819,115300,100X,43.44960000,-3.90249000
93820,117300,120X,,
93821,117700,124X,,
93822,116600,113X,,
93823,114900,096X,,
93825,115500,102X,,
93826,115900,106X,,
93383,108600,023X,,
93835,112250,059Y,,
93837,114550,092Y,,
93838,112600,073X,,
93840,114400,091X,,
93841,114200,089X,,
93843,115400,101X,,
93844,113900,086X,,
93846,110900,046X,,
93848,116500,112X,,
93851,114500,092X,,
93852,112200,059X,,
93854,108800,025X,,
93871,108900,026X,,
93872,115700,104X,,
93873,109500,032X,,
93874,117500,122X,,
93875,115500,102X,,
93876,113400,081X,,
93877,113900,086X,,
93882,112700,074X,,
93883,113100,078X,,
93884,115700,104X,,
93885,108400,021X,,
93887,114900,096X,,
93889,113300,080X,,
93893,113900,086X,,
93894,112700,074X,33.98780000,-98.59350000
93895,110000,037X,,
93896,113300,080X,,
93897,109900,036X,,
93899,117200,119X,,
93901,113300,080X,,
93902,116300,110X,,
93903,114700,094X,,
93916,112100,058X,,
93917,117500,122X,,
93919,113800,085X,,
93922,114900,096X,,
93923,114600,093X,,
93925,112600,073X,,
93926,113700,084X,,
93931,115200,099X,,
93933,113200,079X,,
93934,117000,117X,,
93935,114300,090X,,
93943,108150,018Y,,
93944,115800,105X,,
93945,112400,071X,,
93947,110100,038X,,
93950,109800,035X,,
93951,108400,021X,,
93952,112200,059X,,
93953,117900,126X,43.31130000,-1.83050000
93954,115400,101X,,
93955,114000,087X,,
93957,117850,125Y,40.54640000,-3.57537000
93970,116600,113X,,
93972,114900,096X,,
93974,112100,058X,,
93975,115300,100X,,
93976,113400,081X,,
93979,110600,043X,,
93980,114400,091X,,
93985,114500,,,
93986,116400,111X,42.92670000,-8.42533000
93990,112300,070X,,
93992,115500,102X,,
93993,113200,079X,,
93995,117400,121X,,
93996,112300,070X,,
93997,117300,120X,,
94001,134100,068X,,
94002,114300,090X,,
94003,110600,043X,,
94004,115100,098X,,
94006,116300,110X,,
94007,113000,077X,48.41710000,16.01880000
94008,112000,057X,,
94009,116500,112X,,
94010,115600,103X,48.50560000,7.57083000
94012,113000,077X,,
94013,108600,023X,,
94015,113100,078X,,
94018,113800,085X,,
94019,109600,033X,,
94031,115200,099X,32.75600000,132.99600000
94032,111200,049X,,
94033,108600,023X,,
94036,112200,059X,,
94038,116700,114X,,
94041,116300,110X,,
94042,117350,120Y,,
94043,113100,078X,,
94045,113000,077X,,
94046,116500,112X,,
94047,117500,122X,,
94051,116600,113X,,
94052,117700,124X,,
94054,116500,112X,,
94058,108400,021X,,
94059,112500,072X,,
94060,112100,058X,,
94062,111400,051X,,
94063,110800,045X,,
94064,116500,112X,,
94065,116500,112X,,
94066,116200,109X,,
94068,117900,126X,,
94069,113700,084X,37.42780000,-5.76218000
94070,114300,090X,,
94071,111600,053X,,
94074,117700,124X,,
94078,112700,074X,,
94090,112600,073X,,
94091,116800,115X,,
94092,113750,084Y,,
94093,113850,085Y,,
94094,111800,055X,,
94096,112400,071X,,
94097,108500,022X,,
94099,108400,021X,,
94100,113200,079X,,
94106,109200,029X,,
94111,111400,051X,,
94113,109200,029X,,
94114,112100,058X,,
94120,109000,027X,,
94122,117000,117X,,
94126,109000,027X,,
94128,115200,099X,,
94129,117000,117X,,
94133,109200,029X,,
94135,112500,072X,,
94136,114700,094X,,
94137,117800,125X,,
94144,114000,087X,,
94146,109800,035X,,
94149,116000,107X,,
94151,117500,122X,,
94152,115300,100X,,
94153,117200,119X,,
94168,108000,017X,,
94170,115500,102X,,
94172,112100,058X,,
94173,112900,076X,,
94174,117800,125X,,
94175,112100,058X,,
94178,113700,084X,,
94179,116600,113X,,
94182,117050,117Y,,
94183,117500,122X,,
94189,108600,023X,,
94190,114000,087X,,
94193,117500,122X,,
94194,115300,100X,,
94195,115500,102X,,
94196,111800,055X,,
94198,117000,117X,,
94200,117600,123X,,
94202,116700,114X,,
94204,112900,076X,,
94205,113600,083X,,
94214,114500,092X,,
94217,113500,082X,,
94218,108800,025X,,
94220,112000,057X,,
94222,111200,049X,,
94223,110850,045Y,,
94225,110000,037X,,
94227,115700,104X,,
94228,113300,080X,,
94230,113900,086X,,
94231,114900,096X,,
94236,114500,092X,,
94237,113700,084X,,
94238,112400,071X,,
94239,117300,120X,,
94241,114500,092X,,
94245,112000,057X,,
94251,116800,115X,,
94252,113600,083X,,
94253,116800,115X,,
94254,108400,021X,,
94255,109600,033X,,
94256,114100,088X,,
94257,114000,087X,,
94260,112700,074X,,
94272,108600,023X,,
94274,114200,089X,,
94275,108800,025X,,
94276,112300,070X,,
94277,117600,123X,,
94282,112900,076X,,
94284,117100,118X,,
94285,108400,021X,,
94294,113100,078X,,
94295,115300,100X,,
94297,108800,025X,,
94298,117900,126X,,
94302,114800,095X,,
94303,112900,076X,,
94304,117700,124X,,
94306,117700,124X,28.53690000,-16.26870000
94307,116400,111X,28.00240000,-16.68740000
94312,113200,079X,,
94313,117400,121X,,
94315,115400,101X,,
94316,117300,120X,,
94317,111800,055X,,
94318,115300,100X,,
94319,112300,070X,,
94320,117300,120X,,
94324,115600,103X,,
94325,112500,072X,,
94326,115100,098X,,
94327,116300,110X,,
94329,108400,021X,,
94330,113100,078X,,
94331,112200,059X,,
94332,113200,079X,,
94333,113900,086X,,
94334,115500,102X,,
94342,110450,041Y,,
94344,113700,084X,,
94347,113300,080X,,
94349,115000,097X,,
94351,110300,040X,17.23560000,99.82220000
94352,111000,047X,,
94353,111400,051X,,
94354,114000,087X,,
94359,114300,090X,,
94361,114200,089X,26.16080000,127.80000000
94362,112700,074X,,
94365,116500,112X,,
94366,115800,105X,,
94367,113300,080X,,
94369,109800,035X,,
94370,113500,082X,,
94372,112800,075X,,
94373,115700,104X,,
94376,117700,124X,,
94378,117500,122X,,
94390,112300,070X,,
94393,112500,072X,,
94401,116200,109X,,
94404,110450,041Y,,
94405,115000,097X,,
94406,116400,111X,,
94407,114800,095X,,
94409,109800,035X,,
94411,113200,079X,,
94413,115000,097X,,
94415,114100,088X,,
94424,114800,095X,,
94425,113800,085X,,
94427,114300,090X,,
94430,113200,079X,39.96950000,-4.33740000
94431,116900,116X,,
94432,116000,107X,,
94433,112200,059X,,
94434,116500,112X,,
94438,116000,107X,,
94439,114700,094X,,
94447,114000,087X,,
94448,116400,111X,,
94450,112700,074X,,
94451,113300,080X,,
94452,114400,091X,,
94455,115300,100X,,
94456,113300,080X,,
94457,112500,072X,,
94471,117250,119Y,,
94473,113900,086X,,
94474,115900,106X,,
94476,113800,085X,,
94477,112900,076X,,
94480,113300,080X,,
94481,117400,121X,,
94482,114200,089X,,
94483,112300,070X,,
94484,115700,104X,,
94486,112500,072X,,
94487,115900,106X,,
94488,114500,092X,,
94489,113900,086X,,
94504,110850,045Y,,
94506,114100,088X,,
94508,116700,114X,,
94509,113600,083X,,
94511,112500,072X,,
94512,115900,106X,,
94514,114900,096X,,
94515,117000,117X,,
94517,117800,125X,,
94518,114500,092X,,
94520,113850,085Y,,
94524,112200,059X,,
94525,117700,124X,,
94527,116000,107X,,
94528,115500,102X,,
94539,114800,095X,,
94540,117200,119X,,
94541,114500,092X,,
94542,110400,041X,,
94543,116800,115X,,
94546,116700,114X,,
94547,109800,035X,,
94549,108700,024X,,
94550,115900,106X,,
94555,111600,053X,,
94560,114200,089X,,
94561,110400,041X,,
94562,114600,093X,,
94573,117700,124X,,
94574,114300,090X,,
94576,116300,110X,,
94579,116400,111X,,
94580,115100,098X,,
94581,110200,039X,,
94584,116100,108X,,
94586,115900,106X,,
94589,116600,113X,,
94590,116600,113X,,
94591,116200,109X,,
94592,116100,108X,,
94593,116200,109X,,
94594,116200,109X,,
94595,114700,094X,,
94596,112500,072X,,
94597,117700,124X,,
94598,115300,100X,,
94599,116600,113X,,
94600,117500,122X,,
94602,113800,085X,,
94605,108800,025X,,
94610,114300,090X,,
94612,108450,021Y,,
94613,109900,036X,,
94614,116300,110X,,
94617,113600,083X,,
94618,113400,081X,,
94626,114900,096X,34.13000000,134.60900000
94627,113300,080X,,
94629,112100,058X,,
94630,116700,114X,,
94640,117200,119X,,
94641,109200,029X,,
94642,115300,100X,,
94643,114400,091X,,
94644,117300,120X,,
94645,115700,104X,,
94647,113100,078X,,
94650,112250,059Y,,
94651,113100,078X,,
94664,115900,106X,-44.30840000,171.22500000
94665,114100,088X,,
94666,116500,112X,,
94669,112100,058X,,
94670,112900,076X,,
94672,114400,091X,,
94673,117100,118X,,
94674,111400,051X,,
94678,113800,085X,,
94681,116000,107X,,
94682,112500,072X,,
94684,115200,099X,,
94685,109700,034X,,
94693,114600,093X,,
94694,108200,019X,,
94695,108400,021X,,
94698,113500,082X,,
94700,115100,098X,,
94701,116500,112X,,
94704,116000,107X,,
94709,114300,090X,,
94711,115800,105X,,
